"","ID","Genotype","Phase","Duration","Dur (ms)","Type","Inten (dB)","CR","FA","Hit","Miss"
"911","LP2","Fmr1-LE_WT","BBN Rotating","100ms",100,1,40,NA,NA,196,NA
"912","LP2","Fmr1-LE_WT","BBN Rotating","100ms",100,1,50,NA,NA,196,NA
"913","LP2","Fmr1-LE_WT","BBN Rotating","100ms",100,1,60,NA,NA,195,NA
"914","LP2","Fmr1-LE_WT","BBN Rotating","100ms",100,1,70,NA,NA,197,NA
"915","LP2","Fmr1-LE_WT","BBN Rotating","100ms",100,1,80,NA,NA,198,NA
"916","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,0,-100,520,87,NA,NA
"917","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,20,NA,NA,156,45
"918","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,30,NA,NA,200,2
"919","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,40,NA,NA,202,NA
"920","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,50,NA,NA,203,NA
"921","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,60,NA,NA,201,NA
"922","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,70,NA,NA,202,NA
"923","LP2","Fmr1-LE_WT","BBN Rotating","300ms",300,1,80,NA,NA,202,NA
"924","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,0,-100,517,115,NA,NA
"925","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,20,NA,NA,91,119
"926","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,30,NA,NA,188,23
"927","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,40,NA,NA,208,2
"928","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,50,NA,NA,211,NA
"929","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,60,NA,NA,211,NA
"930","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,70,NA,NA,213,NA
"931","LP2","Fmr1-LE_WT","BBN Rotating","50ms",50,1,80,NA,NA,212,NA
"932","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,0,-100,570,123,NA,NA
"933","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,139,93
"934","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,226,7
"935","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,230,1
"936","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,231,NA
"937","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,232,NA
"938","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,231,NA
"939","LP2","Fmr1-LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,233,NA
"940","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,0,-100,521,56,NA,NA
"941","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,153,39
"942","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,188,5
"943","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,193,NA
"944","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,190,1
"945","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,192,NA
"946","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,191,1
"947","LP2","Fmr1-LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,192,NA
"948","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,20,NA,NA,66,78
"949","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,30,NA,NA,131,14
"950","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,40,NA,NA,141,2
"951","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,50,NA,NA,144,NA
"952","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,60,NA,NA,145,NA
"953","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,70,NA,NA,143,NA
"954","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,80,NA,NA,145,NA
"955","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,20,NA,NA,76,70
"956","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,30,NA,NA,141,3
"957","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,40,NA,NA,147,NA
"958","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,50,NA,NA,145,1
"959","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,60,NA,NA,144,NA
"960","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,70,NA,NA,144,NA
"961","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,80,NA,NA,143,NA
"962","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,0,-100,1102,198,NA,NA
"963","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,20,NA,NA,115,29
"964","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,30,NA,NA,143,NA
"965","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,40,NA,NA,143,NA
"966","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,50,NA,NA,146,NA
"967","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,60,NA,NA,146,NA
"968","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,70,NA,NA,146,NA
"969","LP2","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,80,NA,NA,144,NA
"970","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,0,-100,525,108,NA,NA
"971","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,92,119
"972","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,197,14
"973","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,207,3
"974","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,211,NA
"975","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,212,NA
"976","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,212,NA
"977","LP2","Fmr1-LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,210,NA
"978","LP2","Fmr1-LE_WT","BBN TH","100ms",100,0,-100,508,168,NA,NA
"979","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,10,NA,NA,35,60
"980","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,15,NA,NA,57,74
"981","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,20,NA,NA,139,88
"982","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,25,NA,NA,120,12
"983","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,30,NA,NA,217,7
"984","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,35,NA,NA,130,2
"985","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,40,NA,NA,226,NA
"986","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,45,NA,NA,132,NA
"987","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,50,NA,NA,93,NA
"988","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,60,NA,NA,94,NA
"989","LP2","Fmr1-LE_WT","BBN TH","100ms",100,1,70,NA,NA,94,NA
"990","LP2","Fmr1-LE_WT","BBN TH","300ms",300,0,-100,624,97,NA,NA
"991","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,10,NA,NA,20,82
"992","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,15,NA,NA,69,70
"993","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,20,NA,NA,198,41
"994","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,25,NA,NA,131,7
"995","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,30,NA,NA,235,6
"996","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,35,NA,NA,137,1
"997","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,40,NA,NA,240,NA
"998","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,45,NA,NA,138,NA
"999","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,50,NA,NA,101,1
"1000","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,60,NA,NA,102,NA
"1001","LP2","Fmr1-LE_WT","BBN TH","300ms",300,1,70,NA,NA,102,NA
"1002","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,10,NA,NA,10,22
"1003","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,15,NA,NA,19,23
"1004","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,20,NA,NA,42,32
"1005","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,25,NA,NA,29,13
"1006","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,30,NA,NA,69,5
"1007","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,35,NA,NA,42,NA
"1008","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,40,NA,NA,71,2
"1009","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,45,NA,NA,42,NA
"1010","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,50,NA,NA,32,NA
"1011","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,60,NA,NA,31,NA
"1012","LP2","Fmr1-LE_WT","BBN TH","50-300ms",50,1,70,NA,NA,31,NA
"1013","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,10,NA,NA,12,19
"1014","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,15,NA,NA,26,16
"1015","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,20,NA,NA,42,30
"1016","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,25,NA,NA,33,8
"1017","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,30,NA,NA,73,1
"1018","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,35,NA,NA,40,NA
"1019","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,40,NA,NA,74,NA
"1020","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,45,NA,NA,41,1
"1021","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,50,NA,NA,31,NA
"1022","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,60,NA,NA,31,NA
"1023","LP2","Fmr1-LE_WT","BBN TH","50-300ms",100,1,70,NA,NA,30,NA
"1024","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,0,-100,492,169,NA,NA
"1025","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,10,NA,NA,15,16
"1026","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,15,NA,NA,27,15
"1027","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,20,NA,NA,60,12
"1028","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,25,NA,NA,42,NA
"1029","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,30,NA,NA,74,NA
"1030","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,35,NA,NA,42,NA
"1031","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,40,NA,NA,73,NA
"1032","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,45,NA,NA,42,NA
"1033","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,50,NA,NA,32,NA
"1034","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,60,NA,NA,32,NA
"1035","LP2","Fmr1-LE_WT","BBN TH","50-300ms",300,1,70,NA,NA,31,NA
"1036","LP2","Fmr1-LE_WT","BBN TH","50ms",50,0,-100,460,191,NA,NA
"1037","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,10,NA,NA,33,60
"1038","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,15,NA,NA,65,58
"1039","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,20,NA,NA,109,107
"1040","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,25,NA,NA,96,27
"1041","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,30,NA,NA,200,16
"1042","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,35,NA,NA,119,3
"1043","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,40,NA,NA,215,1
"1044","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,45,NA,NA,122,1
"1045","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,50,NA,NA,95,NA
"1046","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,60,NA,NA,94,NA
"1047","LP2","Fmr1-LE_WT","BBN TH","50ms",50,1,70,NA,NA,95,NA
"1048","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,0,-100,1156,93,NA,NA
"1049","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,107,179
"1050","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,378,38
"1051","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,409,7
"1052","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,411,6
"1053","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,406,9
"1054","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,409,6
"1055","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,415,2
"1056","LP3","Fmr1-LE_WT","BBN Rxn","300ms",300,1,90,NA,NA,132,NA
"1057","LP3","Fmr1-LE_WT","BBN TH","300ms",300,0,-100,490,103,NA,NA
"1058","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,10,NA,NA,24,83
"1059","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,15,NA,NA,15,76
"1060","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,20,NA,NA,106,91
"1061","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,25,NA,NA,80,11
"1062","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,30,NA,NA,189,10
"1063","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,35,NA,NA,92,NA
"1064","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,40,NA,NA,199,NA
"1065","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,45,NA,NA,92,NA
"1066","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,50,NA,NA,106,NA
"1067","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,60,NA,NA,106,NA
"1068","LP3","Fmr1-LE_WT","BBN TH","300ms",300,1,70,NA,NA,106,NA
"1069","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,0,-100,507,57,NA,NA
"1070","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,20,NA,NA,36,154
"1071","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,30,NA,NA,175,13
"1072","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,40,NA,NA,188,2
"1073","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,50,NA,NA,188,2
"1074","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,60,NA,NA,186,3
"1075","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,70,NA,NA,188,1
"1076","LP4","Fmr1-LE_KO","BBN Rxn","300ms",300,1,80,NA,NA,189,NA
"1077","LP4","Fmr1-LE_KO","BBN TH","300ms",300,0,-100,421,98,NA,NA
"1078","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,10,NA,NA,19,52
"1079","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,15,NA,NA,22,82
"1080","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,20,NA,NA,64,109
"1081","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,25,NA,NA,79,24
"1082","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,30,NA,NA,165,7
"1083","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,35,NA,NA,103,NA
"1084","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,40,NA,NA,173,NA
"1085","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,45,NA,NA,103,NA
"1086","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,50,NA,NA,71,NA
"1087","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,60,NA,NA,71,NA
"1088","LP4","Fmr1-LE_KO","BBN TH","300ms",300,1,70,NA,NA,71,NA
"1089","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,0,-100,507,154,NA,NA
"1090","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,115,108
"1091","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,215,6
"1092","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,221,2
"1093","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,220,NA
"1094","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,218,1
"1095","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,221,NA
"1096","LP5","Fmr1-LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,222,NA
"1097","LP5","Fmr1-LE_WT","BBN TH","300ms",300,0,-100,369,166,NA,NA
"1098","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,10,NA,NA,19,55
"1099","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,15,NA,NA,45,61
"1100","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,20,NA,NA,118,60
"1101","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,25,NA,NA,99,5
"1102","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,30,NA,NA,178,1
"1103","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,35,NA,NA,104,1
"1104","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,40,NA,NA,179,NA
"1105","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,45,NA,NA,106,NA
"1106","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,50,NA,NA,73,NA
"1107","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,60,NA,NA,72,1
"1108","LP5","Fmr1-LE_WT","BBN TH","300ms",300,1,70,NA,NA,74,NA
"1109","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,0,-100,764,49,NA,NA
"1110","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,20,NA,NA,22,170
"1111","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,30,NA,NA,217,53
"1112","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,40,NA,NA,260,14
"1113","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,50,NA,NA,259,13
"1114","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,60,NA,NA,253,19
"1115","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,70,NA,NA,263,9
"1116","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,80,NA,NA,267,2
"1117","LP6","Fmr1-LE_KO","BBN Rxn","300ms",300,1,90,NA,NA,78,NA
"1118","LP6","Fmr1-LE_KO","BBN TH","300ms",300,0,-100,746,140,NA,NA
"1119","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,10,NA,NA,21,129
"1120","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,15,NA,NA,37,109
"1121","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,20,NA,NA,87,209
"1122","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,25,NA,NA,94,52
"1123","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,30,NA,NA,254,42
"1124","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,35,NA,NA,139,7
"1125","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,40,NA,NA,290,5
"1126","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,45,NA,NA,143,3
"1127","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,50,NA,NA,145,4
"1128","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,60,NA,NA,151,NA
"1129","LP6","Fmr1-LE_KO","BBN TH","300ms",300,1,70,NA,NA,149,NA
"1130","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,0,-100,254,21,NA,NA
"1131","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,15,77
"1132","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,75,16
"1133","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,90,2
"1134","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,93,NA
"1135","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,91,NA
"1136","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,92,NA
"1137","Purple1","Fmr1-LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,92,NA
